,loss,accuracy,val_loss,val_accuracy
0,1.5704243183135986,0.437375009059906,1.2909642457962036,0.5360555648803711
1,1.1938835382461548,0.5672083497047424,1.107259750366211,0.6002777814865112
2,1.0302963256835938,0.6283611059188843,1.0301748514175415,0.6355000138282776
3,0.9124968647956848,0.6725833415985107,1.0009454488754272,0.6500555276870728
4,0.804707407951355,0.7094861268997192,0.9755859375,0.6656666398048401
5,0.7062994241714478,0.7449305653572083,0.9973775744438171,0.667555570602417
6,0.614426851272583,0.7779027819633484,0.9834498763084412,0.6739444732666016
7,0.527465283870697,0.8102360963821411,1.093798041343689,0.656000018119812
8,0.4503156840801239,0.8377777934074402,1.083747148513794,0.6742222309112549
9,0.38848045468330383,0.8602638840675354,1.1215161085128784,0.6818333268165588
