,loss,val_loss
0,65.80902099609375,42.752017974853516
1,33.481109619140625,31.16112518310547
2,21.111495971679688,19.784244537353516
3,15.660550117492676,16.092302322387695
4,12.883659362792969,13.919134140014648
5,10.970565795898438,13.274310111999512
6,9.656426429748535,12.925752639770508
7,8.74511432647705,13.30552864074707
8,7.919548511505127,10.359965324401855
9,7.380764007568359,10.119396209716797
10,6.777929782867432,11.044617652893066
11,6.445598602294922,9.96875
12,6.153436183929443,12.738046646118164
13,5.722916126251221,8.78897476196289
14,5.37310791015625,9.373449325561523
15,5.245141506195068,9.067789077758789
16,5.0186309814453125,10.044062614440918
17,4.752206802368164,9.353119850158691
18,4.5703630447387695,9.56033992767334
19,4.4311723709106445,9.013047218322754
20,4.243415832519531,8.830416679382324
21,4.002569675445557,8.795010566711426
22,3.9260613918304443,8.83651065826416
23,3.8661763668060303,8.933435440063477
24,3.59220027923584,9.10124397277832
25,3.5549607276916504,8.930830001831055
26,3.436530113220215,8.572553634643555
27,3.4790894985198975,8.35583782196045
28,3.340637683868408,8.749865531921387
29,3.255232334136963,9.154550552368164
30,3.1089470386505127,8.568092346191406
31,3.0212228298187256,9.289512634277344
32,3.066977024078369,8.570316314697266
33,3.0462238788604736,9.201448440551758
34,2.8785526752471924,9.064881324768066
35,2.883594036102295,8.748790740966797
36,2.8121256828308105,9.015059471130371
37,2.7235963344573975,9.213844299316406
38,2.740779399871826,8.851109504699707
39,2.721763849258423,8.202573776245117
40,2.5355374813079834,8.292750358581543
41,2.5040111541748047,8.225483894348145
42,2.618638038635254,8.798652648925781
43,2.4633371829986572,7.9078216552734375
44,2.4135565757751465,8.695538520812988
45,2.602614402770996,8.081334114074707
46,2.5654430389404297,8.261568069458008
47,2.481839179992676,8.350434303283691
48,2.4674949645996094,8.577462196350098
49,2.322268486022949,8.828624725341797
