,loss,accuracy,val_loss,val_accuracy
0,1.881492018699646,0.3348194360733032,1.5004712343215942,0.4423333406448364
1,1.4243830442428589,0.4739583432674408,1.287810206413269,0.5297222137451172
2,1.2620118856430054,0.5413472056388855,1.1490297317504883,0.5873333215713501
3,1.1509851217269897,0.5846805572509766,1.0919100046157837,0.6035555601119995
4,1.0619995594024658,0.6179860830307007,1.0423507690429688,0.6298888921737671
5,0.9780942797660828,0.6475277543067932,1.0522104501724243,0.6284999847412109
6,0.9038476943969727,0.675083339214325,0.9951919317245483,0.6516110897064209
7,0.8395996689796448,0.6972083449363708,0.974934458732605,0.6617222428321838
8,0.7748889327049255,0.7198888659477234,0.9769074320793152,0.6667222380638123
9,0.7183522582054138,0.7405833601951599,1.0190396308898926,0.6627222299575806
