,loss,accuracy,val_loss,val_accuracy
0,2.155719518661499,0.21359722316265106,1.9265486001968384,0.3191111087799072
1,1.9005014896392822,0.31409722566604614,1.737096905708313,0.38494443893432617
2,1.7937092781066895,0.35208332538604736,1.6405789852142334,0.4191666543483734
3,1.7383756637573242,0.3697499930858612,1.5869653224945068,0.4345000088214874
4,1.7021278142929077,0.38379165530204773,1.5534204244613647,0.4449999928474426
5,1.6761208772659302,0.39262500405311584,1.5254573822021484,0.45577776432037354
6,1.6543638706207275,0.39804166555404663,1.503045916557312,0.46416667103767395
7,1.6384308338165283,0.4073055684566498,1.482434868812561,0.4728333353996277
8,1.624291181564331,0.4120555520057678,1.4681085348129272,0.4788333475589752
9,1.6153545379638672,0.4155277907848358,1.4545435905456543,0.48572221398353577
