,loss,val_loss
0,74.56238555908203,62.1895637512207
1,49.72002410888672,44.388671875
2,31.447906494140625,30.663814544677734
3,23.217235565185547,21.45998764038086
4,18.583608627319336,18.363794326782227
5,15.62391471862793,18.719886779785156
6,13.746389389038086,14.866889953613281
7,12.221535682678223,14.543709754943848
8,11.10028076171875,12.798742294311523
9,10.132308006286621,13.034821510314941
10,9.641763687133789,12.776538848876953
11,8.676077842712402,11.99127197265625
12,8.174830436706543,13.380025863647461
13,7.90369176864624,10.890170097351074
14,7.374961853027344,10.595008850097656
15,7.058762073516846,10.087366104125977
16,6.69871711730957,10.484623908996582
17,6.441842555999756,10.405603408813477
18,6.112442493438721,10.225245475769043
19,5.6955246925354,10.16618824005127
20,5.4840288162231445,9.89195442199707
21,5.499613285064697,9.409892082214355
22,5.3708953857421875,9.180554389953613
23,5.082759380340576,10.228103637695312
24,5.070499897003174,8.89013671875
25,4.8256306648254395,8.83399486541748
26,4.680283546447754,9.183789253234863
27,4.460120677947998,8.762077331542969
28,4.49031925201416,9.083529472351074
29,4.249135971069336,9.523772239685059
30,4.229827880859375,9.512392044067383
31,4.227996826171875,8.17049503326416
32,3.9919791221618652,8.686623573303223
33,4.035770893096924,8.819997787475586
34,3.785881519317627,9.355539321899414
35,3.766134262084961,9.040160179138184
36,3.6994261741638184,8.226500511169434
37,3.725353479385376,9.84306526184082
38,3.841057062149048,9.733067512512207
39,3.6565940380096436,8.307713508605957
40,3.2762861251831055,9.074411392211914
41,3.476226568222046,9.22730827331543
42,3.479074478149414,8.979586601257324
43,3.7125658988952637,9.670957565307617
44,3.255202054977417,8.877041816711426
45,3.182034969329834,8.603306770324707
46,3.103030204772949,8.847208023071289
47,3.047899007797241,8.730433464050293
48,3.0660805702209473,8.807531356811523
49,3.1000471115112305,8.483532905578613
50,2.936079978942871,8.01710033416748
51,3.0418691635131836,9.070240020751953
52,2.8297677040100098,8.679106712341309
53,2.772535562515259,9.105659484863281
54,2.688526153564453,8.012602806091309
55,2.745396375656128,9.115334510803223
56,2.8330330848693848,9.011405944824219
57,2.7425429821014404,8.586935997009277
58,2.583423137664795,8.604386329650879
59,2.924482583999634,9.194570541381836
60,2.830155611038208,8.758258819580078
61,2.5760374069213867,9.236554145812988
62,2.6360223293304443,9.217126846313477
63,2.5501763820648193,8.313793182373047
64,2.3410000801086426,8.492222785949707
65,2.606541156768799,8.472801208496094
66,2.570739507675171,9.103245735168457
67,2.75703501701355,8.204231262207031
68,2.5636723041534424,7.837657928466797
69,2.466481924057007,9.209855079650879
70,2.4260873794555664,8.0131196975708
71,2.2694735527038574,9.608149528503418
72,2.4397544860839844,8.947452545166016
73,2.4265635013580322,8.023606300354004
74,2.377701759338379,9.853915214538574
75,2.5516953468322754,8.740874290466309
76,2.4445576667785645,8.433659553527832
77,2.6547670364379883,9.156523704528809
78,2.5878372192382812,9.235852241516113
79,2.43497633934021,8.524126052856445
80,2.3833467960357666,8.421852111816406
81,2.293372869491577,8.322894096374512
82,2.385571002960205,8.7217435836792
83,2.3652701377868652,8.730379104614258
84,2.5073351860046387,9.311867713928223
85,2.598787546157837,8.735208511352539
86,2.5033187866210938,9.864980697631836
87,2.2123918533325195,9.632143020629883
88,2.5455732345581055,9.21416187286377
89,2.580645799636841,8.23117733001709
90,2.5488641262054443,8.435966491699219
91,2.635303497314453,8.594034194946289
92,2.4161813259124756,8.186660766601562
93,2.485541582107544,8.094743728637695
94,2.5401833057403564,8.742512702941895
95,2.3831264972686768,8.755817413330078
96,2.3310608863830566,7.782375812530518
97,2.318513870239258,8.451034545898438
98,2.3736586570739746,9.004476547241211
99,2.352639675140381,8.79486083984375
