,loss,accuracy,val_loss,val_accuracy
0,1.9860411882400513,0.2869027853012085,1.510255217552185,0.44583332538604736
1,1.5584590435028076,0.42868056893348694,1.4036859273910522,0.5019444227218628
2,1.5004802942276,0.4543749988079071,1.3872311115264893,0.5179444551467896
3,1.46306312084198,0.468666672706604,1.3718523979187012,0.5264444351196289
4,1.4365195035934448,0.48059722781181335,1.3955574035644531,0.49488890171051025
5,1.4168258905410767,0.488138884305954,1.379949927330017,0.5249999761581421
6,1.3976075649261475,0.4940555691719055,1.3920263051986694,0.5189444422721863
7,1.380690574645996,0.5015555620193481,1.3840503692626953,0.5197222232818604
8,1.3681646585464478,0.5076944231987,1.3775367736816406,0.5199999809265137
9,1.3544529676437378,0.5099166631698608,1.376214861869812,0.5267778038978577
