,loss,accuracy,val_loss,val_accuracy
0,2.074774742126465,0.25191667675971985,1.6230335235595703,0.4146111011505127
1,1.6036268472671509,0.4093194305896759,1.478888988494873,0.46738889813423157
2,1.538882851600647,0.43893054127693176,1.446244716644287,0.4858333468437195
3,1.503758430480957,0.4580416679382324,1.4150400161743164,0.49566665291786194
4,1.4761754274368286,0.4675277769565582,1.3998775482177734,0.5107222199440002
5,1.4563438892364502,0.47733333706855774,1.4067193269729614,0.5101666450500488
6,1.437234878540039,0.484250009059906,1.4174195528030396,0.5068888664245605
7,1.4239318370819092,0.48883333802223206,1.384267807006836,0.5273333191871643
8,1.4084268808364868,0.49541667103767395,1.4264185428619385,0.5100555419921875
9,1.3956509828567505,0.500083327293396,1.4141956567764282,0.5193889141082764
