,loss,accuracy,val_loss,val_accuracy
0,1.5673527717590332,0.4412499964237213,1.2826842069625854,0.5363888740539551
1,1.2336599826812744,0.554319441318512,1.1875172853469849,0.5729444622993469
2,1.0687929391860962,0.6137222051620483,1.1297733783721924,0.6036666631698608
3,0.9297168254852295,0.6662083268165588,1.1075224876403809,0.6176666617393494
4,0.793932318687439,0.7146944403648376,1.1102497577667236,0.6247777938842773
5,0.6571494936943054,0.7668750286102295,1.2079304456710815,0.6223333477973938
6,0.5279203057289124,0.8148333430290222,1.2070978879928589,0.628166675567627
7,0.42274734377861023,0.8514305353164673,1.274593472480774,0.6279444694519043
8,0.3360190987586975,0.8819305300712585,1.3468737602233887,0.628166675567627
9,0.26862600445747375,0.9061527848243713,1.367006778717041,0.6337777972221375
