,loss,accuracy,val_loss,val_accuracy
0,1.9951603412628174,0.32834723591804504,1.53656804561615,0.4442777633666992
1,1.3617894649505615,0.5035138726234436,1.229470133781433,0.5494444370269775
2,1.1999738216400146,0.5692777633666992,1.6088310480117798,0.453722208738327
3,1.0973740816116333,0.6057639122009277,1.1549596786499023,0.5951666831970215
4,1.0183426141738892,0.6353750228881836,1.045061707496643,0.6296666860580444
5,0.9566158652305603,0.6586388945579529,1.017207384109497,0.6401666402816772
6,0.9009156823158264,0.6792916655540466,1.0491453409194946,0.6454444527626038
7,0.8511483669281006,0.6967916488647461,1.0108572244644165,0.6554444432258606
8,0.7981306910514832,0.7149860858917236,1.0330877304077148,0.6514999866485596
9,0.7583988904953003,0.7315972447395325,1.065920352935791,0.656499981880188
