,loss,accuracy,val_loss,val_accuracy
0,3.262880325317383,0.15284721553325653,2.226691961288452,0.14866666495800018
1,1.9639381170272827,0.2338055521249771,1.787885069847107,0.3204444348812103
2,1.7766010761260986,0.32379165291786194,1.6595948934555054,0.4085555672645569
3,1.6218231916427612,0.3963194489479065,1.4433802366256714,0.4732777774333954
4,1.5395647287368774,0.43534722924232483,1.4682471752166748,0.4623333215713501
5,1.475715160369873,0.46852776408195496,1.512785792350769,0.542888879776001
6,1.4258778095245361,0.4878750145435333,2.29254150390625,0.5339444279670715
7,1.3863375186920166,0.5040000081062317,1.3832447528839111,0.5066666603088379
8,1.358238697052002,0.5149305462837219,1.3752434253692627,0.546500027179718
9,1.3247183561325073,0.5277222394943237,1.591320276260376,0.5287777781486511
