,loss,accuracy,val_loss,val_accuracy
0,1.6929538249969482,0.3889722228050232,1.454875111579895,0.4908333420753479
1,1.5881562232971191,0.4286944568157196,1.4354283809661865,0.49477776885032654
2,1.5547075271606445,0.43977779150009155,1.3874393701553345,0.5193889141082764
3,1.5301401615142822,0.453249990940094,1.3769116401672363,0.5323333144187927
4,1.520606279373169,0.4550277888774872,1.3999419212341309,0.5187777876853943
5,1.5057944059371948,0.46134722232818604,1.4135994911193848,0.5052222013473511
6,1.4931373596191406,0.4638194441795349,1.3796310424804688,0.5246111154556274
7,1.4874764680862427,0.46647220849990845,1.405707836151123,0.51583331823349
8,1.4832762479782104,0.46775001287460327,1.4308788776397705,0.5125555396080017
9,1.4762482643127441,0.472305566072464,1.4472461938858032,0.5077221989631653
