,loss,accuracy,val_loss,val_accuracy
0,4.481023788452148,0.33969444036483765,1.6304789781570435,0.4128333330154419
1,1.46052086353302,0.4776250123977661,1.5342903137207031,0.46005555987358093
2,1.149604320526123,0.5934861302375793,1.6556901931762695,0.4645000100135803
3,0.834168553352356,0.7124860882759094,1.9191334247589111,0.46727776527404785
4,0.5503911375999451,0.8154722452163696,2.3260281085968018,0.4648333191871643
5,0.34784263372421265,0.8864166736602783,2.8071839809417725,0.456722229719162
6,0.2252742201089859,0.9296388626098633,3.0566322803497314,0.4493333399295807
7,0.16554927825927734,0.9495139122009277,3.2674975395202637,0.4675000011920929
8,0.11727989464998245,0.965499997138977,3.504357099533081,0.46905556321144104
9,0.09338167309761047,0.9736388921737671,3.63577938079834,0.46950000524520874
